Formula,temperature(K),seebeck_coefficient(μV/K),electrical_conductivity(S/m),thermal_conductivity(W/mK),power_factor(W/mK2),ZT,reference,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag8GeTe6,509 ,366,776,0.28,0.00010 ,0.19 ,10.1002/pssr.200701302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag8GeTe6,607 ,324,1760,0.31,0.00018 ,0.37 ,10.1002/pssr.200701302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag8GeTe6,703 ,278,3000,0.34,0.00023 ,0.48 ,10.1002/pssr.200701302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YbSi2,522,-37,620500,10.40 ,0.00084 ,0.04 ,10.1002/pssr.201700372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YbSi2,475,-40,641000,9.93 ,0.00101 ,0.05 ,10.1002/pssr.201700372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YbSi2,426,-44,671200,9.50 ,0.00128 ,0.06 ,10.1002/pssr.201700372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YbSi2,377,-46,700000,9.15 ,0.00149 ,0.06 ,10.1002/pssr.201700372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YbSi2,330,-51,730100,8.76 ,0.00190 ,0.07 ,10.1002/pssr.201700372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YbSi2,300,-53,747000,8.60 ,0.00207 ,0.07 ,10.1002/pssr.201700372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sr0.11Ba0.18Co4Sb12.09,300,-96,401852,4.64 ,0.00370 ,0.24 ,10.1007/s00339-010-5711-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sr0.11Ba0.18Co4Sb12.09,350,-105,367593,4.45 ,0.00405 ,0.32 ,10.1007/s00339-010-5711-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sr0.11Ba0.18Co4Sb12.09,400,-115,334722,4.25 ,0.00443 ,0.42 ,10.1007/s00339-010-5711-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sr0.11Ba0.18Co4Sb12.09,450,-123,309722,4.16 ,0.00469 ,0.51 ,10.1007/s00339-010-5711-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sr0.11Ba0.18Co4Sb12.09,500,-130,288636,4.06 ,0.00488 ,0.60 ,10.1007/s00339-010-5711-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sr0.11Ba0.18Co4Sb12.09,550,-137,271364,4.00 ,0.00509 ,0.70 ,10.1007/s00339-010-5711-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sr0.11Ba0.18Co4Sb12.09,600,-144,256018,3.93 ,0.00531 ,0.81 ,10.1007/s00339-010-5711-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sr0.11Ba0.18Co4Sb12.09,650,-149,242593,3.90 ,0.00539 ,0.90 ,10.1007/s00339-010-5711-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sr0.11Ba0.18Co4Sb12.09,700,-154,231818,3.87 ,0.00550 ,0.99 ,10.1007/s00339-010-5711-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sr0.11Ba0.18Co4Sb12.09,750,-158,222273,3.90 ,0.00555 ,1.07 ,10.1007/s00339-010-5711-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sr0.11Ba0.18Co4Sb12.09,800,-161,213636,3.93 ,0.00554 ,1.13 ,10.1007/s00339-010-5711-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sr0.11Ba0.18Co4Sb12.09,850,-166,206818,3.97 ,0.00570 ,1.22 ,10.1007/s00339-010-5711-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sr0.16Yb0.03Co4Sb11.82,300,-116,296818,4.05 ,0.00399 ,0.30 ,10.1007/s00339-010-5711-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sr0.16Yb0.03Co4Sb11.82,350,-126,273182,3.90 ,0.00434 ,0.39 ,10.1007/s00339-010-5711-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sr0.16Yb0.03Co4Sb11.82,400,-136,249091,3.74 ,0.00461 ,0.49 ,10.1007/s00339-010-5711-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sr0.16Yb0.03Co4Sb11.82,450,-145,225455,3.63 ,0.00474 ,0.59 ,10.1007/s00339-010-5711-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sr0.16Yb0.03Co4Sb11.82,500,-154,210455,3.50 ,0.00499 ,0.71 ,10.1007/s00339-010-5711-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sr0.16Yb0.03Co4Sb11.82,550,-161,196364,3.45 ,0.00509 ,0.81 ,10.1007/s00339-010-5711-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sr0.16Yb0.03Co4Sb11.82,600,-168,185455,3.40 ,0.00523 ,0.92 ,10.1007/s00339-010-5711-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sr0.16Yb0.03Co4Sb11.82,650,-175,175909,3.40 ,0.00539 ,1.03 ,10.1007/s00339-010-5711-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sr0.16Yb0.03Co4Sb11.82,700,-180,168182,3.41 ,0.00545 ,1.12 ,10.1007/s00339-010-5711-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sr0.16Yb0.03Co4Sb11.82,750,-184,160000,3.46 ,0.00542 ,1.17 ,10.1007/s00339-010-5711-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sr0.16Yb0.03Co4Sb11.82,800,-188,155909,3.50 ,0.00551 ,1.26 ,10.1007/s00339-010-5711-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sr0.16Yb0.03Co4Sb11.82,850,-189,152273,3.62 ,0.00544 ,1.28 ,10.1007/s00339-010-5711-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sr0.21Co4Sb12.25,300,-126,240000,4.87 ,0.00381 ,0.23 ,10.1007/s00339-010-5711-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sr0.21Co4Sb12.25,350,-136,217727,4.58 ,0.00403 ,0.31 ,10.1007/s00339-010-5711-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sr0.21Co4Sb12.25,400,-147,195454,4.29 ,0.00422 ,0.39 ,10.1007/s00339-010-5711-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sr0.21Co4Sb12.25,450,-156,178636,4.11 ,0.00435 ,0.48 ,10.1007/s00339-010-5711-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sr0.21Co4Sb12.25,500,-162,165455,3.92 ,0.00434 ,0.55 ,10.1007/s00339-010-5711-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sr0.21Co4Sb12.25,550,-170,155000,3.80 ,0.00448 ,0.65 ,10.1007/s00339-010-5711-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sr0.21Co4Sb12.25,600,-176,146364,3.68 ,0.00453 ,0.74 ,10.1007/s00339-010-5711-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sr0.21Co4Sb12.25,650,-184,137273,3.65 ,0.00465 ,0.83 ,10.1007/s00339-010-5711-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sr0.21Co4Sb12.25,700,-188,131818,3.62 ,0.00466 ,0.90 ,10.1007/s00339-010-5711-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sr0.21Co4Sb12.25,750,-192,128182,3.65 ,0.00473 ,0.97 ,10.1007/s00339-010-5711-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sr0.21Co4Sb12.25,800,-193,125000,3.68 ,0.00466 ,1.01 ,10.1007/s00339-010-5711-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sr0.21Co4Sb12.25,850,-193,122273,3.80 ,0.00455 ,1.02 ,10.1007/s00339-010-5711-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sr0.21Yb0.03Co4Sb12.12,300,-109,342273,4.23 ,0.00407 ,0.29 ,10.1007/s00339-010-5711-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sr0.21Yb0.03Co4Sb12.12,350,-119,315000,4.08 ,0.00446 ,0.38 ,10.1007/s00339-010-5711-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sr0.21Yb0.03Co4Sb12.12,400,-127,287273,3.94 ,0.00463 ,0.47 ,10.1007/s00339-010-5711-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sr0.21Yb0.03Co4Sb12.12,450,-136,260000,3.85 ,0.00481 ,0.56 ,10.1007/s00339-010-5711-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sr0.21Yb0.03Co4Sb12.12,500,-146,243182,3.77 ,0.00518 ,0.69 ,10.1007/s00339-010-5711-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sr0.21Yb0.03Co4Sb12.12,550,-153,227273,3.72 ,0.00532 ,0.79 ,10.1007/s00339-010-5711-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sr0.21Yb0.03Co4Sb12.12,600,-158,214545,3.68 ,0.00536 ,0.87 ,10.1007/s00339-010-5711-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sr0.21Yb0.03Co4Sb12.12,650,-163,204091,3.64 ,0.00542 ,0.97 ,10.1007/s00339-010-5711-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sr0.21Yb0.03Co4Sb12.12,700,-170,194091,3.60 ,0.00561 ,1.09 ,10.1007/s00339-010-5711-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sr0.21Yb0.03Co4Sb12.12,750,-175,186818,3.64 ,0.00572 ,1.18 ,10.1007/s00339-010-5711-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sr0.21Yb0.03Co4Sb12.12,800,-177,180000,3.67 ,0.00564 ,1.23 ,10.1007/s00339-010-5711-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sr0.21Yb0.03Co4Sb12.12,850,-183,173636,3.70 ,0.00581 ,1.34 ,10.1007/s00339-010-5711-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yb13CaMnSb11,373,62,43100,0.79 ,0.00017 ,0.07 ,10.1007/s11664-010-1149-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yb13CaMnSb11,573,109,32400,0.90 ,0.00038 ,0.24 ,10.1007/s11664-010-1149-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yb13CaMnSb11,773,154,25000,0.88 ,0.00059 ,0.47 ,10.1007/s11664-010-1149-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yb13CaMnSb11,973,177,20300,0.83 ,0.00063 ,0.71 ,10.1007/s11664-010-1149-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yb13CaMnSb11,1163,194,18482,0.88 ,0.00070 ,0.90 ,10.1007/s11664-010-1149-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yb14MnSb11,325,53,47966,1.00 ,0.00013 ,0.04 ,10.1007/s11664-010-1149-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yb14MnSb11,525,84,35500,1.06 ,0.00025 ,0.12 ,10.1007/s11664-010-1149-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yb14MnSb11,725,118,27860,1.03 ,0.00039 ,0.27 ,10.1007/s11664-010-1149-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yb14MnSb11,925,151,23069,0.95 ,0.00053 ,0.51 ,10.1007/s11664-010-1149-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yb14MnSb11,1125,178,19632,0.94 ,0.00062 ,0.74 ,10.1007/s11664-010-1149-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FeVSb,400,-210,104000,8.26 ,0.00459 ,0.22 ,10.1007/s11664-016-4804-y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FeVSb,700,-238,44000,6.30 ,0.00249 ,0.27 ,10.1007/s11664-016-4804-y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FeVSb,500,-232,72000,7.22 ,0.00388 ,0.27 ,10.1007/s11664-016-4804-y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FeVSb,600,-235,52100,6.50 ,0.00288 ,0.28 ,10.1007/s11664-016-4804-y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ca3Co3.7Ti0.3O9,300,178,4300,2.30 ,0.00014 ,0.02 ,10.1016/j.jallcom.2010.04.055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ca3Co3.7Ti0.3O9,500,217,4580,2.17 ,0.00022 ,0.05 ,10.1016/j.jallcom.2010.04.055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ca3Co3.7Ti0.3O9,700,248,5226,2.01 ,0.00032 ,0.11 ,10.1016/j.jallcom.2010.04.055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ca3Co3.7Ti0.3O9,900,276,5920,1.89 ,0.00045 ,0.22 ,10.1016/j.jallcom.2010.04.055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ca3Co3.7Ti0.3O9,1000,281,6050,1.79 ,0.00048 ,0.28 ,10.1016/j.jallcom.2010.04.055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ca3Co3.8Ti0.2O9,300,149,4967,2.49 ,0.00011 ,0.01 ,10.1016/j.jallcom.2010.04.055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ca3Co3.8Ti0.2O9,500,169,5305,2.31 ,0.00015 ,0.03 ,10.1016/j.jallcom.2010.04.055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ca3Co3.8Ti0.2O9,700,203,6054,2.11 ,0.00025 ,0.08 ,10.1016/j.jallcom.2010.04.055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ca3Co3.8Ti0.2O9,900,224,6472,1.99 ,0.00032 ,0.15 ,10.1016/j.jallcom.2010.04.055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ca3Co3.8Ti0.2O9,1000,239,6508,1.92 ,0.00037 ,0.19 ,10.1016/j.jallcom.2010.04.055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ca3Co3.9Ti0.1O9,300,131,5623,2.59 ,0.00010 ,0.01 ,10.1016/j.jallcom.2010.04.055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ca3Co3.9Ti0.1O9,500,149,5964,2.43 ,0.00013 ,0.03 ,10.1016/j.jallcom.2010.04.055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ca3Co3.9Ti0.1O9,700,178,6682,2.26 ,0.00021 ,0.07 ,10.1016/j.jallcom.2010.04.055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ca3Co3.9Ti0.1O9,900,206,7059,2.12 ,0.00030 ,0.13 ,10.1016/j.jallcom.2010.04.055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ca3Co3.9Ti0.1O9,1000,214,7100,2.03 ,0.00032 ,0.16 ,10.1016/j.jallcom.2010.04.055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ca3Co4O9,300,122,6493,2.87 ,0.00010 ,0.01 ,10.1016/j.jallcom.2010.04.055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ca3Co4O9,500,136,6826,2.60 ,0.00013 ,0.02 ,10.1016/j.jallcom.2010.04.055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ca3Co4O9,700,169,7344,2.40 ,0.00021 ,0.06 ,10.1016/j.jallcom.2010.04.055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ca3Co4O9,900,191,7576,2.26 ,0.00028 ,0.11 ,10.1016/j.jallcom.2010.04.055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ca3Co4O9,1000,202,7500,2.21 ,0.00031 ,0.13 ,10.1016/j.jallcom.2010.04.055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cu3Sb0.85Ge0.15S4,300,114,51194,2.18,0.00067 ,0.09 ,10.1021/acs.jpcc.6b09379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cu3Sb0.85Ge0.15S4,373,138,45664,1.79,0.00087 ,0.18 ,10.1021/acs.jpcc.6b09379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cu3Sb0.85Ge0.15S4,473,163,38100,1.41,0.00101 ,0.34 ,10.1021/acs.jpcc.6b09379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cu3Sb0.85Ge0.15S4,573,184,31350,1.18,0.00106 ,0.52 ,10.1021/acs.jpcc.6b09379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cu3Sb0.925Ge0.075S4,300,175,20200,2.04,0.00062 ,0.09 ,10.1021/acs.jpcc.6b09379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cu3Sb0.925Ge0.075S4,373,198,18700,1.56,0.00073 ,0.17 ,10.1021/acs.jpcc.6b09379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cu3Sb0.925Ge0.075S4,473,226,16180,1.19,0.00082 ,0.33 ,10.1021/acs.jpcc.6b09379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cu3Sb0.925Ge0.075S4,573,248,13638,0.96,0.00084 ,0.50 ,10.1021/acs.jpcc.6b09379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cu3Sb0.95Ge0.05S4,300,208,9368,2.00,0.00040 ,0.06 ,10.1021/acs.jpcc.6b09379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cu3Sb0.95Ge0.05S4,373,234,9200,1.54,0.00050 ,0.12 ,10.1021/acs.jpcc.6b09379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cu3Sb0.95Ge0.05S4,473,268,8355,1.13,0.00060 ,0.25 ,10.1021/acs.jpcc.6b09379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cu3Sb0.95Ge0.05S4,573,287,7333,0.87,0.00063 ,0.42 ,10.1021/acs.jpcc.6b09379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cu3Sb0.975Ge0.025S4,300,287,5000,1.92,0.00041 ,0.06 ,10.1021/acs.jpcc.6b09379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cu3Sb0.975Ge0.025S4,373,308,5210,1.51,0.00049 ,0.12 ,10.1021/acs.jpcc.6b09379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cu3Sb0.975Ge0.025S4,473,329,4950,1.05,0.00054 ,0.24 ,10.1021/acs.jpcc.6b09379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cu3Sb0.975Ge0.025S4,573,349,4348,0.80,0.00053 ,0.38 ,10.1021/acs.jpcc.6b09379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cu3Sb0.9875Ge0.0125S4,300,352,1580,1.90,0.00020 ,0.03 ,10.1021/acs.jpcc.6b09379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cu3Sb0.9875Ge0.0125S4,373,381,1922,1.48,0.00028 ,0.07 ,10.1021/acs.jpcc.6b09379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cu3Sb0.9875Ge0.0125S4,473,404,2020,1.07,0.00033 ,0.15 ,10.1021/acs.jpcc.6b09379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cu3Sb0.9875Ge0.0125S4,573,424,1891,0.81,0.00034 ,0.24 ,10.1021/acs.jpcc.6b09379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cu3Sb0.9Ge0.1S4,300,150,28400,2.10,0.00064 ,0.09 ,10.1021/acs.jpcc.6b09379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cu3Sb0.9Ge0.1S4,373,172,25800,1.70,0.00077 ,0.17 ,10.1021/acs.jpcc.6b09379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cu3Sb0.9Ge0.1S4,473,202,21544,1.28,0.00088 ,0.32 ,10.1021/acs.jpcc.6b09379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cu3Sb0.9Ge0.1S4,573,227,17700,1.03,0.00091 ,0.51 ,10.1021/acs.jpcc.6b09379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cu3SbS4,300,670,89,1.87,0.00004 ,0.01 ,10.1021/acs.jpcc.6b09379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cu3SbS4,373,642,201,1.41,0.00008 ,0.02 ,10.1021/acs.jpcc.6b09379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cu3SbS4,473,603,316,1.02,0.00012 ,0.05 ,10.1021/acs.jpcc.6b09379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cu3SbS4,573,585,378,0.78,0.00013 ,0.10 ,10.1021/acs.jpcc.6b09379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CuFe0.92In0.08S2,300,-382,1785,3.44,0.00026 ,0.02 ,10.1021/acs.jpcc.6b10308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CuFe0.92In0.08S2,390,-373,2220,2.83,0.00031 ,0.04 ,10.1021/acs.jpcc.6b10308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CuFe0.92In0.08S2,510,-373,2630,2.04,0.00036 ,0.09 ,10.1021/acs.jpcc.6b10308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CuFe0.92In0.08S2,600,-379,2507,1.60,0.00036 ,0.13 ,10.1021/acs.jpcc.6b10308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CuFe0.96In0.04S2,300,-364,3488,4.23,0.00046 ,0.03 ,10.1021/acs.jpcc.6b10308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CuFe0.96In0.04S2,390,-358,3916,3.34,0.00050 ,0.06 ,10.1021/acs.jpcc.6b10308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CuFe0.96In0.04S2,510,-355,4244,2.38,0.00054 ,0.11 ,10.1021/acs.jpcc.6b10308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CuFe0.96In0.04S2,600,-369,3640,1.86,0.00050 ,0.16 ,10.1021/acs.jpcc.6b10308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CuFe0.98In0.02S2,300,-358,4500,5.20,0.00058 ,0.03 ,10.1021/acs.jpcc.6b10308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CuFe0.98In0.02S2,390,-349,4715,4.00,0.00057 ,0.06 ,10.1021/acs.jpcc.6b10308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
